사용자 유형,기존 응원 팀,질문,매칭팀,추천 리그,sbert_score,n2v_score,vector_score,매칭 스코어,llm_rank,llm_reason
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",브라이튼 앤 호브 알비온,EPL,0.43040264,0.5,0.7544285943720351,0.523,3,"브라이튼은 전술적으로 유연하며, 다양한 경기 방식을 시도하는 팀입니다. 낭만적인 축구를 선호하는 팬들에게 매력적일 수 있습니다."
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.42094994,0.5,0.7681154837998055,0.522,1,울버햄튼은 공격적인 전술과 빠른 속도에서 유리한 팀입니다. 낭만적인 축구와 가성비를 동시에 추구하는 팬들에게 적합할 수 있습니다.
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",하스,F1,0.49722457,0.5,0.7731360815286796,0.5535,3,하스는 최근 몇 년간 꾸준히 성적을 내며 팬들에게 사랑받고 있습니다.
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",윌리엄스,F1,0.45693994,0.5,0.7893736611432518,0.5407,2,윌리엄스는 기술적으로 뛰어난 차량과 독특한 디자인으로 많은 팬들을 끌어들이고 있습니다.
0,,"나는 F1는 처음인데, 가성비와(과) 낭만 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.5059098,0.5,0.6885181297723034,0.5401,1,"맥라렌은 역사적인 팀으로, 여러 챔피언십 타이틀을 거머쥐하며 낭만적이고 전설적인 이미지를 가지고 있습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.37057555,0.5,0.7751606407244519,0.5033,2,"KT 위즈는 서울 연고팀으로, 수도권 지역에서 많은 지지자들이 있습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.41210395,0.5,0.6682711506266527,0.4985,1,"NC 다이노스는 창원 연고팀으로, 경남 지역에서의 지지력이 매우 강합니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.33619902,0.5,0.7278442646508857,0.48,3,LG 트윈즈는 서울과 인천을 연고로 두고 있어 수도권 및 인근 지역에서 많은 팬들이 있습니다.
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.48257753,0.5,0.6496981395205583,0.523,2,"제주는 F1의 연고지 성향이 강한 팀으로, K LEAGUE에서도 좋은 성적을 거두는 경험이 있습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.42132908,0.5,0.7639530248390428,0.5213,1,"전북 현대는 꾸준히 상위권에 위치하며, 연고지 팬들의 지지를 받는 팀입니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.42709798,0.5,0.7395024805573199,0.5187,3,"울산 HD FC는 아직 K LEAGUE에서의 성적이 부족하며, 연고지 성향이 강한 팀으로서의 인지도가 낮습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4450595,0.5,0.8584910843417664,0.5497,1,뉴캐슬 유나이티드는 뉴캐슬에 연고팀으로서 지역 팬들의 지지를 받으며 홈 경기에서의 강점을 가지고 있습니다.
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",첼시,EPL,0.43635857,0.5,0.8706678768140022,0.5487,3,"첼시는 런던에 위치해 있으며, 런던의 다양한 팬층을 끌어들일 수 있지만, 연고지 성향이 강한 팀으로서의 인식은 상대적으로 낮습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.44755143,0.5,0.8391046888105949,0.5468,2,"리버풀은 리버풀에 연고팀으로서 지역 팬들의 지지를 받으며, 홈 경기에서의 강점을 가지고 있습니다. 그러나 첼시와의 라이벌 관계로 인해 상대적으로 더 많은 비중을 차지하는 팀이 있습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",레드불,F1,0.47230142,0.5,0.9207281584775115,0.5731,3,레드불은 과거에 여러 번 챔피언십을 우승했지만 최근 성적이 부진해 있습니다.
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",페라리,F1,0.45038387,0.5,0.9380699792415192,0.5678,1,"페라리는 최근 몇 년간 강력한 팀으로 자리 잡았으며, 드라이버와 엔지니어링 팀 모두 높은 수준의 성과를 내고 있습니다."
0,,"나는 F1는 처음인데, 최강와(과) 연고지 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.43780652,0.5,0.8926631066210853,0.5537,2,맥라렌은 역사적으로 매우 성공적인 팀이지만 최근 몇 년간 페라리와의 경쟁에서 밀려왔습니다. 그러나 여전히 강력한 팀으로 평가됩니다.
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.4029442,0.5,0.7639530248390428,0.514,1,전북 현대 모터스는 K LEAGUE에서 꾸준히 우수한 성적을 거두며 명성을 쌓아왔습니다.
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.4135079,0.5,0.6496981395205583,0.4953,2,"제주는 최근 몇 년간 성적이 불안정했지만, 잠재력을 가지고 있습니다."
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.43263975,0.5,0.5783335409929328,0.4887,3,강원FC는 아직 명문 팀으로서의 입지를 다지기 위해 노력 중입니다.
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",첼시,EPL,0.43064824,0.5,0.8706678768140022,0.5464,1,"첼시는 EPL에서 가장 성공적인 팀 중 하나로, 많은 팬과 전 세계적으로 인지도가 높습니다."
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.43359917,0.5,0.8584910843417664,0.5451,3,"뉴캐슬은 최근 몇 년간 꾸준히 성적을 향상시키고 있으며, 비교적 저렴한 가격으로 입장권을 구입할 수 있습니다."
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.436687,0.5,0.8391046888105949,0.5425,2,"리버풀은 EPL에서 강력한 팀 중 하나로, 안필드의 열정적인 팬들과 전 세계적으로 큰 인기를 끌고 있습니다."
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",레드불,F1,0.34667552,0.5,0.9207281584775115,0.5228,3,"레드불은 F1에서 강력한 명문 팀 중 하나이지만, 최근 몇 년간 성적이 부진해져 있어 적합도가 낮습니다."
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",페라리,F1,0.32507336,0.5,0.9380699792415192,0.5176,1,"페라리는 F1 역사상 가장 성공적인 팀 중 하나로, 꾸준히 상위권을 차지하며 명성을 유지하고 있습니다."
0,,"나는 EPL는 처음인데, 명문 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.33724132,0.5,0.8926631066210853,0.5134,2,"맥라렌은 F1에서 강력한 팀으로, 여러 번 챔피언십을 우승했으며 꾸준히 상위권에 위치해 있습니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.3909541,0.5,0.6682711506266527,0.49,1,NC 다이노스는 창단 초기부터 꾸준히 상위권을 차지하며 팬들의 사랑을 받고 있습니다.
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.32567197,0.5,0.7751606407244519,0.4853,2,"KT 위즈는 전설적인 선수들이 많이 활약한 과거를 자랑하며, 팬층이 비교적 오래된 팀입니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.31218165,0.5,0.7278442646508857,0.4704,3,분석 실패 또는 신뢰도 낮음
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.4813934,0.5,0.6496981395205583,0.5225,2,"제주는 독특한 매력을 지닌 팀으로, 작은 섬에서 축구를 하는 특별함을 가지고 있다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.4052333,0.5,0.7639530248390428,0.5149,1,전북 현대는 꾸준히 우수한 성적을 거두며 팬들에게 신뢰와 안정감을 주는 팀이다.
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.41255334,0.5,0.7395024805573199,0.5129,3,"울산은 아직 비교적 젊은 팀으로, 성장 가능성이 크지만 현재로서는 입덕과 역사 성향이 강한 팀으로 평가하기 어렵다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.44313705,0.5,0.8391046888105949,0.5451,1,"리버풀은 강력한 역사와 전통을 자랑하며, 꾸준히 우승 경쟁에 참여하는 팀입니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.38976014,0.5,0.8584910843417664,0.5276,2,"뉴캐슬 유나이티드는 최근 몇 년간 급부상한 팀으로, 강력한 팬덤과 함께 성장하고 있습니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.4446279,0.5,0.7324546096951456,0.5243,3,"크리스탈 팰리스는 중위권 팀으로, 꾸준히 경쟁하지만 우승을 거두기 어려운 편입니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.4179815,0.5,0.8926631066210853,0.5457,2,"맥라렌은 F1에서 강력한 브랜드 중 하나로, 역사와 성공을 자랑합니다. K-리그에서도 유사한 이미지와 팬 충성심이 있을 가능성이 큽니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",레드불,F1,0.38427415,0.5,0.9207281584775115,0.5379,3,"레드불은 F1에서 강력한 팀 중 하나로, 성공과 실패를 겪으며 꾸준히 성장해 왔습니다. K-리그에서도 유사한 성장 과정을 보일 수 있습니다."
0,,"나는 K LEAGUE는 처음인데, 입덕와(과) 역사 성향이 강한 팀을 추천해줘.",페라리,F1,0.37532842,0.5,0.9380699792415192,0.5377,1,"페라리는 F1에서 가장 오래된 팀 중 하나로, 많은 역사와 전설을 가지고 있습니다. K-리그에서도 이러한 이미지와 팬 충성심이 강할 가능성이 큽니다."
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.42562872,0.5,0.6682711506266527,0.5039,1,NC 다이노스는 인천에서 연고지를 두고 있어 연고지 성향이 강합니다.
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.32964104,0.5,0.7751606407244519,0.4869,2,"KT 위즈는 수원에서 연고지를 두고 있어 연고지 성향이 있지만, 다른 팀들에 비해 덜 뚜렷한 편입니다."
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.29555872,0.5,0.7278442646508857,0.4638,3,분석 실패 또는 신뢰도 낮음
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.4487011,0.5,0.7639530248390428,0.5323,1,전북 현대 모터스는 전주에서 연고지를 두고 있어 지역 팬들의 지지와 열정이 매우 강합니다.
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.44474876,0.5,0.6496981395205583,0.5078,2,"제주는 섬 지역이기 때문에 연고지 성향이 상대적으로 약하지만, 여름철 홈 경기에서는 많은 관중들이 몰려들어 열기가 뜨겁습니다."
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",대전 하나 시티즌,K LEAGUE,0.4113284,0.5,0.7080941764379679,0.5062,3,대전은 중간 규모의 도시여서 연고지 성향이 비교적 약합니다. 하지만 지역 팬들의 지지는 여전히 강한 편입니다.
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.4644913,0.5,0.8391046888105949,0.5536,2,북부 지역 팬덤이 강하지만 K-리그와의 직접적인 비교는 어렵다.
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4305275,0.5,0.8584910843417664,0.5439,1,북동부 지역 팬덤이 강하며 K-리그 연고지 성향과 유사할 수 있다.
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",첼시,EPL,0.41595912,0.5,0.8706678768140022,0.5405,3,광역권을 중심으로 큰 인기를 끌지만 지역 팬덤의 강도가 약하다.
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",페라리,F1,0.35377014,0.5,0.9380699792415192,0.5291,1,"페라리는 전 세계적으로 유명한 브랜드로, 많은 팬들이 있다. 그러나 K-리그와 직접적인 관련이 없기 때문에 연고지 성향은 약하다."
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",레드불,F1,0.33609378,0.5,0.9207281584775115,0.5186,3,"레드불도 글로벌 브랜드지만, K-리그와의 연고지는 거의 없다. 따라서 연고지 성향이 낮다."
0,,"나는 K LEAGUE는 처음인데, 연고지 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.3369699,0.5,0.8926631066210853,0.5133,2,"맥라렌은 F1에서 강력한 팀으로, 팬덤도 크지만 K-리그와 직접적인 관련이 없기 때문에 연고지 성향이 중간 정도이다."
0,,"나는 KBO는 처음인데, 강한와(과) 언더독 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.5695045,0.5,0.7960969816462604,0.8805,2,"키움 히어로즈는 최근 몇 년간 꾸준히 강팀으로 자리 잡았지만, 때로는 예상치 못한 패배를 기록하기도 합니다."
0,,"나는 KBO는 처음인데, 강한와(과) 언더독 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.538746,0.5,0.7815366116334377,0.5718,1,"NC 다이노스는 언더독 성향이 강하며, 작년 시즌에는 기대 이하의 성적을 거두었지만, 팀 내부에서 큰 잠재력을 가지고 있습니다."
0,,"나는 KBO는 처음인데, 강한와(과) 언더독 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.4966182,0.5,0.8114514212176897,0.5609,3,KT 위즈는 최근 몇 년간 불안정한 성적을 기록하며 강한와(과) 언더독 성향이 강합니다. 그러나 때로는 큰 경기에서 승리를 거두기도 합니다.
0,,"나는 KBO는 처음인데, 강한와(과) 언더독 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.52545,0.5,0.7818536440483247,0.8498,1,"강원FC는 최근 몇 년간 꾸준히 성적을 향상시켜왔으며, 홈 경기에서의 강력한 전력을 바탕으로 언더독 팀으로서의 가능성을 보여주고 있습니다."
0,,"나는 KBO는 처음인데, 강한와(과) 언더독 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.45111287,0.5,0.8356004889161633,0.8213,2,"광주FC는 중간권에서 벗어나 상위권 진입을 목표로 노력하고 있으며, 젊은 선수들의 성장과 팀의 전반적인 체력 향상이 언더독 팀으로서의 가능성을 높이고 있습니다."
